PassengerId,Survived,Name,Age,Ticket,Fare,Cabin,FirstName,LastName,Title,SibSp,Siblings,Spouse,Parch,Parents,Children,PassengersCount,FarePerPassenger,ZeroPrice,TravelsAlone,PclassFirst,PclassSecond,PclassThird,SexFemale,SexMale,EmbarkedC,EmbarkedQ,EmbarkedS,TotalRelatives,Alone,DeckA,DeckB,DeckC,DeckD,DeckE,DeckEmpty,DeckF,DeckG,DeckT,OnlyHusband,ManyChildren,TicketMeanEncoded,CabinMeanEncoded,TitleMeanEncoded,SibSpMeanEncoded,SiblingsMeanEncoded,SpouseMeanEncoded,ParchMeanEncoded,ParentsMeanEncoded,ChildrenMeanEncoded,PassengersCountMeanEncoded,FarePerPassengerMeanEncoded,TravelsAloneMeanEncoded,PclassFirstMeanEncoded,PclassSecondMeanEncoded,PclassThirdMeanEncoded,SexFemaleMeanEncoded,SexMaleMeanEncoded,EmbarkedCMeanEncoded,EmbarkedQMeanEncoded,EmbarkedSMeanEncoded,TotalRelativesMeanEncoded,AloneMeanEncoded,OnlyHusbandMeanEncoded,ManyChildrenMeanEncoded,DeckAMeanEncoded,DeckBMeanEncoded,DeckCMeanEncoded,DeckDMeanEncoded,DeckEMeanEncoded,DeckEmptyMeanEncoded,DeckFMeanEncoded,DeckGMeanEncoded,DeckTMeanEncoded
300,1.0,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,PC 17558,247.5208,B58 B60,Baxter,James,Mrs,0,0,0,1,0,1,3,82.50693333333334,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.7916666666666666,0.35051546391752575,0.3768844221105528,0.3624161073825503,0.5319148936170213,0.36006546644844517,0.5384615384615384,0.6103896103896104,0.0,0.4928571428571429,0.611764705882353,0.36042402826855124,0.5474683544303798,0.7449392712550608,0.7449392712550608,0.5271317829457365,0.37962962962962965,0.49222797927461137,0.552,0.4928571428571429,0.3609467455621302,0.3869132290184922,0.381635581061693,0.7222222222222222,0.3727544910179641,0.3717201166180758,0.36749633967789164,0.6441717791411042,0.37980085348506404,0.382228490832158,0.38396624472573837
301,1.0,"Kelly, Miss. Anna Katherine ""Annie Kate""",31.43926246460276,9234,7.75,,Kelly,"Anna Katherine ""Annie Kate""",Miss,0,0,0,0,0,0,1,7.75,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.7,0.3408624229979466,0.3771043771043771,0.3555926544240401,0.3489208633093525,0.36774193548387096,0.3713405238828968,0.2692307692307692,0.38235294117647056,0.3057471264367816,0.30868761552680224,0.35701598579040855,0.23785166240409208,0.7430830039525692,0.7430830039525692,0.34973637961335674,0.38095238095238093,0.4830917874396135,0.3057471264367816,0.3057471264367816,0.3601190476190476,0.3895184135977337,0.38516405135520687,0.36911764705882355,0.36786786786786785,0.3708029197080292,0.37409024745269287,0.30671506352087113,0.38231098430813126,0.38591549295774646,0.3862359550561798
302,1.0,"McCoy, Mr. Bernard",28.4412998166156,367226,23.25,,McCoy,Bernard,Mr,2,2,0,0,0,0,3,7.75,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.15513126491646778,0.45454545454545453,0.4444444444444444,0.3624161073825503,0.3462246777163904,0.36006546644844517,0.37422360248447206,0.6103896103896104,0.3888888888888889,0.4928571428571429,0.3118081180811808,0.36042402826855124,0.25252525252525254,0.1913978494623656,0.1913978494623656,0.3516295025728988,0.421875,0.49222797927461137,0.5432098765432098,0.4928571428571429,0.3609467455621302,0.3869132290184922,0.381635581061693,0.36538461538461536,0.3727544910179641,0.3717201166180758,0.36749633967789164,0.30601092896174864,0.37980085348506404,0.382228490832158,0.38396624472573837
303,0.0,"Johnson, Mr. William Cahoone Jr",19.0,LINE,0.0,,Johnson,William Cahoone Jr,Mr,0,0,0,0,0,0,4,0.0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.5,-1.0,0.1654501216545012,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.7777777777777778,0.09090909090909091,0.3145539906103286,0.3172541743970315,0.38120567375886527,0.26153846153846155,0.2012987012987013,0.2012987012987013,0.3565217391304348,0.39602446483180426,0.3488372093023256,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.38372093023255816,0.38461538461538464,0.3109090909090909,0.3942857142857143,0.3971830985915493,0.39831697054698456
304,1.0,"Keane, Miss. Nora A",31.43926246460276,226593,12.35,E101,Keane,Nora A,Miss,0,0,0,0,0,0,1,12.35,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-1.0,1.0,0.7346938775510204,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.28421052631578947,1.0,0.3145539906103286,0.3172541743970315,0.46308724832214765,0.5634674922600619,0.7609561752988048,0.7609561752988048,0.3565217391304348,0.423728813559322,0.5279187817258884,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.38372093023255816,0.7916666666666666,0.6932515337423313,0.3942857142857143,0.3971830985915493,0.39831697054698456
305,0.0,"Williams, Mr. Howard Hugh ""Harry""",31.43926246460276,A/5 2466,8.05,,Williams,"Howard Hugh ""Harry""",Mr,0,0,0,0,0,0,1,8.05,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.15441176470588236,0.3402061855670103,0.3840947546531303,0.34833333333333333,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.25392670157068065,0.09523809523809523,0.2937062937062937,0.2953271028037383,0.36524822695035464,0.23056994818652848,0.1838074398249453,0.1838074398249453,0.3396551724137931,0.38863287250384027,0.33783783783783783,0.2937062937062937,0.2937062937062937,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.29357798165137616,0.3840682788051209,0.38591549295774646,0.3862359550561798
306,1.0,"Allison, Master. Hudson Trevor",0.92,113781,151.55,C22 C26,Allison,Hudson Trevor,Master,1,1,0,2,2,0,6,25.258333333333336,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,0.0,0.5454545454545454,0.4840764331210191,0.48484848484848486,0.3501628664495114,0.5172413793103449,0.5,0.3553846153846154,0.16666666666666666,0.3333333333333333,0.4767025089605735,0.6,0.3397548161120841,0.5416666666666666,0.1788793103448276,0.1788793103448276,0.3247863247863248,0.3660030627871363,0.32,0.5882352941176471,0.4767025089605735,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.5555555555555556,0.34934497816593885,0.35276967930029157,0.65625,0.3617021276595745,0.36530324400564174,0.36657303370786515
307,1.0,"Fleming, Miss. Margaret",31.43926246460276,17421,110.8833,,Fleming,Margaret,Miss,0,0,0,0,0,0,4,27.720825,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.6827586206896552,0.3402061855670103,0.3840947546531303,0.34833333333333333,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.7142857142857143,1.0,0.2937062937062937,0.6573033707865169,0.36524822695035464,0.5688073394495413,0.74609375,0.74609375,0.5864661654135338,0.38863287250384027,0.5128205128205128,0.2937062937062937,0.2937062937062937,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.29357798165137616,0.3840682788051209,0.38591549295774646,0.3862359550561798
308,1.0,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,PC 17758,108.9,C65,Penasco y Castellana,Victor de Satode,Mrs,1,0,1,0,0,0,3,36.300000000000004,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.7692307692307693,0.4840764331210191,0.36394557823129253,0.46464646464646464,0.3272394881170018,0.34262295081967215,0.3553846153846154,0.6829268292682927,0.0,0.4767025089605735,0.6,0.3397548161120841,0.5416666666666666,0.714859437751004,0.714859437751004,0.5546875,0.3660030627871363,0.4946808510638298,0.5348837209302325,0.4767025089605735,0.84375,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.5555555555555556,0.34934497816593885,0.35276967930029157,0.65625,0.3617021276595745,0.36530324400564174,0.36657303370786515
309,0.0,"Abelson, Mr. Samuel",30.0,P/PP 3381,24.0,,Abelson,Samuel,Mr,1,0,1,0,0,0,2,12.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.15441176470588236,0.573170731707317,0.3840947546531303,0.584070796460177,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.5734265734265734,1.0,0.5246478873239436,0.2953271028037383,0.46308724832214765,0.5688073394495413,0.1838074398249453,0.1838074398249453,0.5864661654135338,0.38863287250384027,0.5128205128205128,0.6062992125984252,0.5246478873239436,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.29357798165137616,0.3840682788051209,0.38591549295774646,0.3862359550561798
310,1.0,"Francatelli, Miss. Laura Mabel",30.0,PC 17485,56.9292,E36,Francatelli,Laura Mabel,Miss,0,0,0,0,0,0,2,28.4646,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.7346938775510204,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.5140845070422535,1.0,0.3145539906103286,0.6494252873563219,0.38120567375886527,0.5634674922600619,0.7609561752988048,0.7609561752988048,0.572463768115942,0.39602446483180426,0.5279187817258884,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.38372093023255816,0.7916666666666666,0.6932515337423313,0.3942857142857143,0.3971830985915493,0.39831697054698456
311,1.0,"Hays, Miss. Margaret Bechstein",24.0,11767,83.1583,C54,Hays,Margaret Bechstein,Miss,0,0,0,0,0,0,3,27.71943333333333,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.7034482758620689,0.35051546391752575,0.3768844221105528,0.3624161073825503,0.3462246777163904,0.36006546644844517,0.37422360248447206,0.6103896103896104,1.0,0.3125,0.611764705882353,0.36042402826855124,0.5474683544303798,0.7449392712550608,0.7449392712550608,0.5271317829457365,0.37962962962962965,0.49222797927461137,0.3125,0.3125,0.3609467455621302,0.3869132290184922,0.381635581061693,0.36538461538461536,0.5454545454545454,0.3717201166180758,0.36749633967789164,0.6441717791411042,0.37980085348506404,0.382228490832158,0.38396624472573837
312,1.0,"Ryerson, Miss. Emily Borie",18.0,PC 17608,262.375,B57 B59 B63 B66,Ryerson,Emily Borie,Miss,2,2,0,2,2,0,7,37.482142857142854,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.7034482758620689,0.45454545454545453,0.4444444444444444,0.3624161073825503,0.49206349206349204,0.5217391304347826,0.37422360248447206,0.2222222222222222,1.0,0.4928571428571429,0.611764705882353,0.36042402826855124,0.5474683544303798,0.7449392712550608,0.7449392712550608,0.5271317829457365,0.37962962962962965,0.49222797927461137,0.16666666666666666,0.4928571428571429,0.3609467455621302,0.3869132290184922,0.381635581061693,0.7222222222222222,0.3727544910179641,0.3717201166180758,0.36749633967789164,0.6441717791411042,0.37980085348506404,0.382228490832158,0.38396624472573837
313,0.0,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,250651,26.0,,Lahtinen,William,Mrs,2,1,1,0,0,0,2,13.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,-1.0,-1.0,0.7916666666666666,0.45454545454545453,0.6,0.49137931034482757,0.3462246777163904,0.36006546644844517,0.37422360248447206,0.4965986394557823,0.4716981132075472,0.4928571428571429,0.3118081180811808,0.4726027397260274,0.5474683544303798,0.7449392712550608,0.7449392712550608,0.3516295025728988,0.37962962962962965,0.34296724470134876,0.5432098765432098,0.4928571428571429,0.8055555555555556,0.3869132290184922,0.381635581061693,0.36538461538461536,0.3727544910179641,0.3717201166180758,0.36749633967789164,0.30601092896174864,0.37980085348506404,0.382228490832158,0.38396624472573837
314,0.0,"Hendekovic, Mr. Ignjac",28.0,349243,7.8958,,Hendekovic,Ignjac,Mr,0,0,0,0,0,0,1,7.8958,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.1654501216545012,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.28421052631578947,0.03225806451612903,0.3145539906103286,0.3172541743970315,0.38120567375886527,0.26153846153846155,0.2012987012987013,0.2012987012987013,0.3565217391304348,0.39602446483180426,0.3488372093023256,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.38372093023255816,0.38461538461538464,0.3109090909090909,0.3942857142857143,0.3971830985915493,0.39831697054698456
315,0.0,"Hart, Mr. Benjamin",43.0,F.C.C. 13529,26.25,,Hart,Benjamin,Mr,1,0,1,1,0,1,3,8.75,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.1497584541062802,0.4840764331210191,0.36394557823129253,0.46464646464646464,0.5154639175257731,0.34262295081967215,0.5277777777777778,0.6829268292682927,1.0,0.4767025089605735,0.292817679558011,0.47183098591549294,0.5416666666666666,0.1788793103448276,0.1788793103448276,0.3247863247863248,0.3660030627871363,0.32,0.5609756097560976,0.4767025089605735,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.3532934131736527,0.34934497816593885,0.35276967930029157,0.2820976491862568,0.3617021276595745,0.36530324400564174,0.36657303370786515
316,1.0,"Nilsson, Miss. Helmina Josefina",26.0,347470,7.8542,,Nilsson,Helmina Josefina,Miss,0,0,0,0,0,0,1,7.8542,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.7346938775510204,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.28421052631578947,0.1,0.3145539906103286,0.3172541743970315,0.38120567375886527,0.26153846153846155,0.7609561752988048,0.7609561752988048,0.3565217391304348,0.39602446483180426,0.3488372093023256,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.38372093023255816,0.38461538461538464,0.3109090909090909,0.3942857142857143,0.3971830985915493,0.39831697054698456
317,1.0,"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,244367,26.0,,Kantor,Sinai,Mrs,1,0,1,0,0,0,2,13.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,-1.0,0.7916666666666666,0.5297619047619048,0.3768844221105528,0.49137931034482757,0.3462246777163904,0.36006546644844517,0.37422360248447206,0.4965986394557823,0.4716981132075472,0.4928571428571429,0.3118081180811808,0.4726027397260274,0.5474683544303798,0.7449392712550608,0.7449392712550608,0.3516295025728988,0.37962962962962965,0.34296724470134876,0.552,0.4928571428571429,0.8055555555555556,0.3869132290184922,0.381635581061693,0.36538461538461536,0.3727544910179641,0.3717201166180758,0.36749633967789164,0.30601092896174864,0.37980085348506404,0.382228490832158,0.38396624472573837
318,0.0,"Moraweck, Dr. Ernest",54.0,29011,14.0,,Moraweck,Ernest,Dr,0,0,0,0,0,0,1,14.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.3333333333333333,0.35051546391752575,0.3768844221105528,0.3624161073825503,0.3462246777163904,0.36006546644844517,0.37422360248447206,0.28720626631853785,-1.0,0.3125,0.3118081180811808,0.4726027397260274,0.5474683544303798,0.1913978494623656,0.1913978494623656,0.3516295025728988,0.37962962962962965,0.34296724470134876,0.3125,0.3125,0.3609467455621302,0.3869132290184922,0.381635581061693,0.36538461538461536,0.3727544910179641,0.3717201166180758,0.36749633967789164,0.30601092896174864,0.37980085348506404,0.382228490832158,0.38396624472573837
319,1.0,"Wick, Miss. Mary Natalie",31.0,36928,164.8667,C7,Wick,Mary Natalie,Miss,0,0,0,2,2,0,4,41.216675,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.7034482758620689,0.35051546391752575,0.3768844221105528,0.3624161073825503,0.49206349206349204,0.5217391304347826,0.37422360248447206,0.725,1.0,0.4928571428571429,0.611764705882353,0.36042402826855124,0.5474683544303798,0.7449392712550608,0.7449392712550608,0.3516295025728988,0.37962962962962965,0.34296724470134876,0.5432098765432098,0.4928571428571429,0.3609467455621302,0.3869132290184922,0.381635581061693,0.36538461538461536,0.5454545454545454,0.3717201166180758,0.36749633967789164,0.6441717791411042,0.37980085348506404,0.382228490832158,0.38396624472573837
320,1.0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,16966,134.5,E34,Spedden,Frederic Oakley,Mrs,1,0,1,1,0,1,5,26.9,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.7916666666666666,0.5297619047619048,0.3768844221105528,0.49137931034482757,0.5319148936170213,0.36006546644844517,0.5384615384615384,0.23529411764705882,1.0,0.4928571428571429,0.611764705882353,0.36042402826855124,0.5474683544303798,0.7449392712550608,0.7449392712550608,0.5271317829457365,0.37962962962962965,0.49222797927461137,0.5432098765432098,0.4928571428571429,0.3609467455621302,0.3869132290184922,0.381635581061693,0.36538461538461536,0.3727544910179641,0.3717201166180758,0.7586206896551724,0.6441717791411042,0.37980085348506404,0.382228490832158,0.38396624472573837
321,0.0,"Dennis, Mr. Samuel",22.0,A/5 21172,7.25,,Dennis,Samuel,Mr,0,0,0,0,0,0,1,7.25,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.15441176470588236,0.3402061855670103,0.3840947546531303,0.34833333333333333,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.25392670157068065,0.21428571428571427,0.2937062937062937,0.2953271028037383,0.36524822695035464,0.23056994818652848,0.1838074398249453,0.1838074398249453,0.3396551724137931,0.38863287250384027,0.33783783783783783,0.2937062937062937,0.2937062937062937,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.29357798165137616,0.3840682788051209,0.38591549295774646,0.3862359550561798
322,0.0,"Danoff, Mr. Yoto",27.0,349219,7.8958,,Danoff,Yoto,Mr,0,0,0,0,0,0,1,7.8958,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.1497584541062802,0.3441295546558704,0.36394557823129253,0.3501628664495114,0.3272394881170018,0.34262295081967215,0.3553846153846154,0.2570694087403599,0.03333333333333333,0.29493087557603687,0.292817679558011,0.3397548161120841,0.22942643391521197,0.1788793103448276,0.1788793103448276,0.3247863247863248,0.3660030627871363,0.32,0.29493087557603687,0.29493087557603687,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.3532934131736527,0.34934497816593885,0.35276967930029157,0.2820976491862568,0.3617021276595745,0.36530324400564174,0.36657303370786515
323,1.0,"Slayter, Miss. Hilda Mary",30.0,234818,12.35,,Slayter,Hilda Mary,Miss,0,0,0,0,0,0,1,12.35,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.7,0.3408624229979466,0.3771043771043771,0.3555926544240401,0.3489208633093525,0.36774193548387096,0.3713405238828968,0.2692307692307692,0.5,0.3057471264367816,0.30868761552680224,0.49333333333333335,0.5652173913043478,0.7430830039525692,0.7430830039525692,0.34973637961335674,0.38095238095238093,0.4830917874396135,0.3057471264367816,0.3057471264367816,0.3601190476190476,0.3895184135977337,0.38516405135520687,0.36911764705882355,0.36786786786786785,0.3708029197080292,0.37409024745269287,0.30671506352087113,0.38231098430813126,0.38591549295774646,0.3862359550561798
324,1.0,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,248738,29.0,,Caldwell,Albert Francis,Mrs,1,0,1,1,0,1,3,9.666666666666666,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,-1.0,0.7692307692307693,0.4840764331210191,0.36394557823129253,0.46464646464646464,0.5154639175257731,0.34262295081967215,0.5277777777777778,0.6829268292682927,1.0,0.4767025089605735,0.292817679558011,0.47183098591549294,0.5416666666666666,0.714859437751004,0.714859437751004,0.3247863247863248,0.3660030627871363,0.32,0.5609756097560976,0.4767025089605735,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.3532934131736527,0.34934497816593885,0.35276967930029157,0.2820976491862568,0.3617021276595745,0.36530324400564174,0.36657303370786515
325,0.0,"Sage, Mr. George John Jr",10.856080067731012,CA. 2343,69.55,,Sage,George John Jr,Mr,8,8,0,2,2,0,11,6.322727272727272,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,-1.0,0.1497584541062802,0.0,0.0,0.3501628664495114,0.5172413793103449,0.5,0.3553846153846154,0.0,0.0,0.4767025089605735,0.292817679558011,0.3397548161120841,0.22942643391521197,0.1788793103448276,0.1788793103448276,0.3247863247863248,0.3660030627871363,0.32,0.0,0.4767025089605735,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.3532934131736527,0.34934497816593885,0.35276967930029157,0.2820976491862568,0.3617021276595745,0.36530324400564174,0.36657303370786515
326,1.0,"Young, Miss. Marie Grice",36.0,PC 17760,135.6333,C32,Young,Marie Grice,Miss,0,0,0,0,0,0,4,33.908325,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,-1.0,0.7346938775510204,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.7777777777777778,0.5,0.3145539906103286,0.6494252873563219,0.38120567375886527,0.5634674922600619,0.7609561752988048,0.7609561752988048,0.572463768115942,0.39602446483180426,0.5279187817258884,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.6041666666666666,0.38372093023255816,0.38461538461538464,0.6932515337423313,0.3942857142857143,0.3971830985915493,0.39831697054698456
327,0.0,"Nysveen, Mr. Johan Hansen",61.0,345364,6.2375,,Nysveen,Johan Hansen,Mr,0,0,0,0,0,0,1,6.2375,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.15865384615384615,0.3408624229979466,0.3771043771043771,0.3555926544240401,0.3489208633093525,0.36774193548387096,0.3713405238828968,0.2692307692307692,1.0,0.3057471264367816,0.30868761552680224,0.35701598579040855,0.23785166240409208,0.1891304347826087,0.1891304347826087,0.34973637961335674,0.3861538461538462,0.3458498023715415,0.3057471264367816,0.3057471264367816,0.3601190476190476,0.3895184135977337,0.38516405135520687,0.36911764705882355,0.36786786786786785,0.3708029197080292,0.37409024745269287,0.30671506352087113,0.38231098430813126,0.38591549295774646,0.3862359550561798
328,1.0,"Ball, Mrs. (Ada E Hall)",36.0,28551,13.0,D,Ball,,Mrs,0,0,0,0,0,0,1,13.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0.0,0.79,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.28421052631578947,0.39215686274509803,0.3145539906103286,0.3172541743970315,0.46308724832214765,0.5634674922600619,0.7609561752988048,0.7609561752988048,0.3565217391304348,0.39602446483180426,0.3488372093023256,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.8,0.38461538461538464,0.6932515337423313,0.3942857142857143,0.3971830985915493,0.39831697054698456
329,1.0,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,363291,20.525,,Goldsmith,Frank John,Mrs,1,0,1,1,0,1,3,6.841666666666666,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.5,-1.0,0.7692307692307693,0.4840764331210191,0.36394557823129253,0.46464646464646464,0.5154639175257731,0.34262295081967215,0.5277777777777778,0.6829268292682927,0.5,0.4767025089605735,0.292817679558011,0.3397548161120841,0.22942643391521197,0.714859437751004,0.714859437751004,0.3247863247863248,0.3660030627871363,0.32,0.5609756097560976,0.4767025089605735,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.3532934131736527,0.34934497816593885,0.35276967930029157,0.2820976491862568,0.3617021276595745,0.36530324400564174,0.36657303370786515
